t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
161460.0000,166320.0000,166691.0000,164700.0000,163620.0000,165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,151205.3000
146880.0000,153360.0000,146711.0000,149580.0000,143640.0000,141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,142294.3000
163080.0000,161460.0000,165071.0000,160920.0000,172800.0000,160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,138574.0000
166320.0000,166691.0000,164700.0000,163620.0000,165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,144299.1000
153360.0000,146711.0000,149580.0000,143640.0000,141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,136643.0000
161460.0000,165071.0000,160920.0000,172800.0000,160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,139862.8000
166691.0000,164700.0000,163620.0000,165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,144677.5000
146711.0000,149580.0000,143640.0000,141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,141731.3000
165071.0000,160920.0000,172800.0000,160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,142713.1000
164700.0000,163620.0000,165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,146087.2000
149580.0000,143640.0000,141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,143970.0000
160920.0000,172800.0000,160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,139525.1000
163620.0000,165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,136297.7000
143640.0000,141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,147716.2000
172800.0000,160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,146319.5000
165240.0000,157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,133777.7000
141480.0000,149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,141507.2000
160920.0000,167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,149456.7000
157680.0000,166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,142723.1000
149580.0000,154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,139844.0000
167940.0000,156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,154826.2000
166320.0000,158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,140857.0000
154440.0000,143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,137972.8000
156600.0000,165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,152952.1000
158220.0000,163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,147003.9000
143640.0000,136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,140566.9000
165780.0000,152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149521.0000
163451.0000,167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,149428.8000
136451.0000,132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,147536.6000
152651.0000,147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,147419.4000
167400.0000,161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,150534.0000
132840.0000,131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,142607.7000
147420.0000,150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,146922.2000
161460.0000,166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,151827.0000
131760.0000,142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,143523.1000
150120.0000,145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,148120.3000
166320.0000,165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,142233.0000
142560.0000,139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,142436.5000
145800.0000,135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,155675.3000
165780.0000,153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,142083.9000
139320.0000,140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,145295.5000
135000.0000,142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,156837.9000
153900.0000,163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,154825.1000
140400.0000,139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,153606.8000
142020.0000,144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,150249.3000
163080.0000,156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,150492.7000
139320.0000,141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,148459.9000
144180.0000,148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,148114.9000
156431.0000,152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,148542.4000
141851.0000,139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,148950.0000
148871.0000,142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,146022.0000
152820.0000,156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,148997.1000
139320.0000,142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,150317.6000
142020.0000,150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,145074.8000
156600.0000,153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,147710.4000
142020.0000,128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,151461.3000
150120.0000,140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,150264.4000
153900.0000,154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,145069.1000
128520.0000,133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,151038.4000
140400.0000,146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,148202.5000
154980.0000,158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,148483.7000
133920.0000,133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,148046.2000
146880.0000,140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,151486.3000
158220.0000,149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,151397.9000
133920.0000,134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,149332.6000
140940.0000,139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,147770.9000
149411.0000,146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,148289.9000
134291.0000,141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,142359.8000
139691.0000,135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146182.3000
146340.0000,139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,153857.1000
141480.0000,133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,146824.5000
135540.0000,144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,146909.6000
139320.0000,146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,152440.3000
133920.0000,141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,144777.2000
144180.0000,136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,147009.3000
146340.0000,143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,157328.8000
141480.0000,145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,146961.5000
136080.0000,144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,139470.0000
143100.0000,127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,152112.1000
145260.0000,152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,147412.1000
144720.0000,144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,153651.0000
127440.0000,135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,153603.4000
152820.0000,148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,146476.2000
144720.0000,153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,145361.4000
135540.0000,143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,151749.5000
148500.0000,143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,142508.3000
153900.0000,154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,146353.2000
143471.0000,137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,154124.9000
143471.0000,142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,138518.6000
154271.0000,153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,147921.7000
137700.0000,149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,155534.8000
142020.0000,144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,140096.6000
